venta_id;fecha;producto_id;cliente_id;tienda_id;vendedor_id;cantidad;precio_unitario_x;costo_unitario_x;descuento_porcentaje;venta_neta;costo_total;utilidad;producto;categoria;costo_unitario_y;precio_unitario_y;cliente;ciudad_cliente;segmento;tienda;ciudad_tienda;region;vendedor;tienda_id_vendedor;anio;mes;nombre_mes;periodo
115;2025-09-05;26;196;2;12;3;835.82;478;10;2256.71;1434;822.71;Set maquillaje;Belleza;478;835.82;Luis García;Trujillo;Nuevo;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2025;9;September;2025-09
116;2025-01-30;11;379;4;14;4;519.38;363;10;1869.77;1452;417.77;Juego de sábanas;Hogar;363;519.38;María Ramírez;Lima;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2025;1;January;2025-01
117;2025-06-01;8;351;4;9;5;919.26;614;5;4366.48;3070;1296.48;Organizador;Hogar;614;919.26;Camila Rojas;Trujillo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2025;6;June;2025-06
118;2023-10-07;22;68;3;8;5;96.8;77;15;411.4;385;26.4;Perfume;Belleza;77;96.8;Alex García;Trujillo;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2023;10;October;2023-10
119;2023-04-22;10;227;4;9;1;1154.83;660;0;1154.83;660;494.83;Mesa auxiliar;Hogar;660;1154.83;Luis Castro;Arequipa;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2023;4;April;2023-04
120;2025-09-27;15;179;3;13;1;74.85;55;0;74.85;55;19.85;Zapatillas;Moda;55;74.85;Valeria García;Cusco;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;9;September;2025-09
121;2023-02-15;9;336;4;14;4;316.86;233;0;1267.44;932;335.44;Silla;Hogar;233;316.86;Alex Mendoza;Trujillo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;2;February;2023-02
122;2025-01-28;8;141;2;7;1;919.26;614;5;873.3;614;259.3;Organizador;Hogar;614;919.26;Alex Ramírez;Cusco;Premium;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2025;1;January;2025-01
123;2025-10-08;6;89;3;13;2;125.45;96;0;250.9;192;58.9;Parlante;Tecnología;96;125.45;Valeria Rojas;Lima;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;10;October;2025-10
124;2024-07-06;26;454;1;1;1;835.82;478;15;710.45;478;232.45;Set maquillaje;Belleza;478;835.82;Lucía Ramírez;Cusco;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2024;7;July;2024-07
125;2024-07-05;24;454;1;11;4;405.54;306;0;1622.16;1224;398.16;Shampoo;Belleza;306;405.54;Lucía Ramírez;Cusco;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2024;7;July;2024-07
126;2025-09-27;7;304;4;9;1;522.78;346;0;522.78;346;176.78;Lámpara;Hogar;346;522.78;Jorge Mendoza;Arequipa;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2025;9;September;2025-09
127;2024-11-13;13;165;4;9;4;770.23;523;0;3080.92;2092;988.92;Polo;Moda;523;770.23;María Rojas;Trujillo;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2024;11;November;2024-11
128;2024-04-24;20;41;2;12;5;479.99;293;5;2279.95;1465;814.95;Tomatodo;Deportes;293;479.99;Alex Rojas;Arequipa;Frecuente;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2024;4;April;2024-04
129;2025-02-07;15;55;1;1;4;74.85;55;15;254.49;220;34.49;Zapatillas;Moda;55;74.85;Luis Ramírez;Arequipa;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2025;2;February;2025-02
130;2025-09-19;1;218;3;13;3;242.37;174;0;727.11;522;205.11;Audífonos;Tecnología;174;242.37;Lucía Ramírez;Cusco;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;9;September;2025-09
131;2024-01-29;15;492;3;13;3;74.85;55;0;224.55;165;59.55;Zapatillas;Moda;55;74.85;Ana Rojas;Trujillo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2024;1;January;2024-01
132;2023-06-27;24;204;2;7;1;405.54;306;0;405.54;306;99.54;Shampoo;Belleza;306;405.54;Alex Rojas;Arequipa;Premium;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2023;6;June;2023-06
133;2024-11-27;11;403;5;15;1;519.38;363;15;441.47;363;78.47;Juego de sábanas;Hogar;363;519.38;María Quispe;Cusco;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2024;11;November;2024-11
134;2024-03-08;4;39;4;9;5;1059.28;606;0;5296.4;3030;2266.4;Monitor;Tecnología;606;1059.28;Ana Quispe;Huancayo;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2024;3;March;2024-03
135;2025-01-05;7;282;1;11;4;522.78;346;5;1986.56;1384;602.56;Lámpara;Hogar;346;522.78;María Ramírez;Lima;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2025;1;January;2025-01
136;2023-05-15;11;417;4;14;1;519.38;363;10;467.44;363;104.44;Juego de sábanas;Hogar;363;519.38;Valeria Flores;Arequipa;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;5;May;2023-05
137;2025-02-05;2;447;4;4;5;1150.48;670;0;5752.4;3350;2402.4;Mouse;Tecnología;670;1150.48;Lucía Rojas;Trujillo;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2025;2;February;2025-02
138;2024-05-17;22;345;2;12;3;96.8;77;15;246.84;231;15.84;Perfume;Belleza;77;96.8;Valeria Ramírez;Lima;Premium;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2024;5;May;2024-05
139;2023-07-08;21;344;1;11;5;382.02;244;15;1623.58;1220;403.58;Bicicleta estática;Deportes;244;382.02;Carlos Quispe;Cusco;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2023;7;July;2023-07
140;2024-04-03;1;194;3;3;1;242.37;174;10;218.13;174;44.13;Audífonos;Tecnología;174;242.37;Carlos Torres;Lima;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2024;4;April;2024-04
141;2024-06-26;18;194;5;10;4;377.84;282;0;1511.36;1128;383.36;Mancuernas;Deportes;282;377.84;Carlos Torres;Lima;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2024;6;June;2024-06
142;2024-01-11;1;411;1;11;3;242.37;174;0;727.11;522;205.11;Audífonos;Tecnología;174;242.37;Jorge García;Huancayo;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2024;1;January;2024-01
143;2025-06-25;21;209;3;3;1;382.02;244;0;382.02;244;138.02;Bicicleta estática;Deportes;244;382.02;Carlos Flores;Lima;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2025;6;June;2025-06
144;2025-01-01;1;494;4;4;4;242.37;174;0;969.48;696;273.48;Audífonos;Tecnología;174;242.37;Diego Torres;Trujillo;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2025;1;January;2025-01
145;2024-08-16;19;184;5;15;4;244.74;140;0;978.96;560;418.96;Mat yoga;Deportes;140;244.74;Alex Quispe;Huancayo;Premium;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2024;8;August;2024-08
146;2023-05-20;20;146;2;2;4;479.99;293;0;1919.96;1172;747.96;Tomatodo;Deportes;293;479.99;Luis Quispe;Lima;Premium;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2023;5;May;2023-05
147;2025-04-03;13;123;2;12;5;770.23;523;0;3851.15;2615;1236.15;Polo;Moda;523;770.23;Luis Rojas;Huancayo;Nuevo;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2025;4;April;2025-04
148;2023-09-25;4;132;5;5;5;1059.28;606;0;5296.4;3030;2266.4;Monitor;Tecnología;606;1059.28;Lucía Mendoza;Huancayo;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2023;9;September;2023-09
149;2023-08-14;3;216;3;13;2;212.75;123;10;382.95;246;136.95;Teclado;Tecnología;123;212.75;Luis Rojas;Huancayo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2023;8;August;2023-08
150;2023-07-26;21;218;2;7;1;382.02;244;0;382.02;244;138.02;Bicicleta estática;Deportes;244;382.02;Lucía Ramírez;Cusco;Premium;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2023;7;July;2023-07
151;2025-02-19;7;246;4;14;4;522.78;346;0;2091.12;1384;707.12;Lámpara;Hogar;346;522.78;Alex Ramírez;Trujillo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2025;2;February;2025-02
152;2023-05-20;7;123;3;13;2;522.78;346;0;1045.56;692;353.56;Lámpara;Hogar;346;522.78;Luis Rojas;Huancayo;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2023;5;May;2023-05
153;2023-01-29;12;202;1;6;4;181.86;114;10;654.7;456;198.7;Casaca;Moda;114;181.86;Diego Flores;Huancayo;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2023;1;January;2023-01
154;2025-11-10;25;400;4;14;2;978.48;682;10;1761.26;1364;397.26;Plancha cabello;Belleza;682;978.48;Camila Flores;Arequipa;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2025;11;November;2025-11
155;2024-01-05;25;391;4;4;2;978.48;682;0;1956.96;1364;592.96;Plancha cabello;Belleza;682;978.48;Lucía Torres;Cusco;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2024;1;January;2024-01
156;2025-08-17;18;246;2;12;1;377.84;282;15;321.16;282;39.16;Mancuernas;Deportes;282;377.84;Alex Ramírez;Trujillo;Premium;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2025;8;August;2025-08
157;2024-11-15;4;330;4;4;1;1059.28;606;5;1006.32;606;400.32;Monitor;Tecnología;606;1059.28;Ana García;Huancayo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2024;11;November;2024-11
158;2024-09-09;1;44;1;11;2;242.37;174;10;436.27;348;88.27;Audífonos;Tecnología;174;242.37;Diego Ramírez;Cusco;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2024;9;September;2024-09
159;2024-05-14;15;358;5;10;3;74.85;55;15;190.87;165;25.87;Zapatillas;Moda;55;74.85;Diego Flores;Arequipa;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2024;5;May;2024-05
160;2023-08-06;15;321;3;3;3;74.85;55;5;213.32;165;48.32;Zapatillas;Moda;55;74.85;Ana Torres;Cusco;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2023;8;August;2023-08
161;2023-01-14;1;204;4;14;3;242.37;174;5;690.75;522;168.75;Audífonos;Tecnología;174;242.37;Alex Rojas;Arequipa;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;1;January;2023-01
162;2023-12-07;11;239;4;4;1;519.38;363;5;493.41;363;130.41;Juego de sábanas;Hogar;363;519.38;Camila Flores;Huancayo;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2023;12;December;2023-12
163;2025-04-15;18;16;2;12;2;377.84;282;0;755.68;564;191.68;Mancuernas;Deportes;282;377.84;María Torres;Lima;Nuevo;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2025;4;April;2025-04
164;2025-01-15;23;227;5;15;2;1081.01;680;5;2053.92;1360;693.92;Crema facial;Belleza;680;1081.01;Luis Castro;Arequipa;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2025;1;January;2025-01
165;2024-10-19;3;207;5;5;1;212.75;123;0;212.75;123;89.75;Teclado;Tecnología;123;212.75;Alex Rojas;Huancayo;Premium;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2024;10;October;2024-10
166;2025-09-22;21;135;3;8;3;382.02;244;0;1146.06;732;414.06;Bicicleta estática;Deportes;244;382.02;Carlos Quispe;Huancayo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2025;9;September;2025-09
167;2024-07-04;18;54;2;2;4;377.84;282;10;1360.22;1128;232.22;Mancuernas;Deportes;282;377.84;Carlos Torres;Arequipa;Nuevo;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2024;7;July;2024-07
168;2023-07-06;23;457;2;2;4;1081.01;680;0;4324.04;2720;1604.04;Crema facial;Belleza;680;1081.01;Carlos Rojas;Trujillo;Nuevo;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2023;7;July;2023-07
169;2025-07-30;18;352;4;4;4;377.84;282;0;1511.36;1128;383.36;Mancuernas;Deportes;282;377.84;Valeria Mendoza;Trujillo;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2025;7;July;2025-07
170;2025-03-26;1;243;3;13;3;242.37;174;0;727.11;522;205.11;Audífonos;Tecnología;174;242.37;Jorge Rojas;Cusco;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;3;March;2025-03
171;2023-12-18;18;479;5;10;4;377.84;282;0;1511.36;1128;383.36;Mancuernas;Deportes;282;377.84;Alex Ramírez;Lima;Premium;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2023;12;December;2023-12
172;2023-11-30;7;225;3;13;2;522.78;346;15;888.73;692;196.73;Lámpara;Hogar;346;522.78;Carlos Mendoza;Huancayo;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2023;11;November;2023-11
173;2023-12-31;18;273;1;1;3;377.84;282;0;1133.52;846;287.52;Mancuernas;Deportes;282;377.84;Jorge Rojas;Trujillo;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2023;12;December;2023-12
174;2023-12-26;16;46;4;4;1;142.24;105;10;128.02;105;23.02;Mochila;Moda;105;142.24;Ana Rojas;Trujillo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2023;12;December;2023-12
175;2025-02-11;23;31;5;5;3;1081.01;680;10;2918.73;2040;878.73;Crema facial;Belleza;680;1081.01;Camila Flores;Cusco;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;2;February;2025-02
176;2025-09-14;26;142;3;13;1;835.82;478;15;710.45;478;232.45;Set maquillaje;Belleza;478;835.82;Alex Torres;Trujillo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;9;September;2025-09
177;2023-05-06;1;123;5;5;1;242.37;174;0;242.37;174;68.37;Audífonos;Tecnología;174;242.37;Luis Rojas;Huancayo;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2023;5;May;2023-05
178;2024-08-18;17;88;4;9;4;439.51;310;0;1758.04;1240;518.04;Pelota;Deportes;310;439.51;María Quispe;Arequipa;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2024;8;August;2024-08
179;2025-03-09;13;285;1;6;1;770.23;523;0;770.23;523;247.23;Polo;Moda;523;770.23;Valeria Mendoza;Trujillo;Premium;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2025;3;March;2025-03
180;2024-07-04;5;254;3;3;4;69.39;47;0;277.56;188;89.56;Smartwatch;Tecnología;47;69.39;Alex Flores;Arequipa;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2024;7;July;2024-07
181;2025-10-24;8;132;5;15;5;919.26;614;0;4596.3;3070;1526.3;Organizador;Hogar;614;919.26;Lucía Mendoza;Huancayo;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2025;10;October;2025-10
182;2023-05-17;22;327;1;11;1;96.8;77;15;82.28;77;5.28;Perfume;Belleza;77;96.8;Alex Rojas;Trujillo;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2023;5;May;2023-05
183;2025-12-15;11;92;1;6;1;519.38;363;5;493.41;363;130.41;Juego de sábanas;Hogar;363;519.38;Ana Rojas;Arequipa;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2025;12;December;2025-12
184;2025-03-28;24;467;2;2;3;405.54;306;0;1216.62;918;298.62;Shampoo;Belleza;306;405.54;Ana Flores;Trujillo;Premium;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2025;3;March;2025-03
185;2023-04-17;14;409;1;11;1;361.58;231;0;361.58;231;130.58;Jean;Moda;231;361.58;Carlos Torres;Lima;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2023;4;April;2023-04
186;2023-07-28;17;26;3;13;3;439.51;310;0;1318.53;930;388.53;Pelota;Deportes;310;439.51;Lucía Torres;Huancayo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2023;7;July;2023-07
187;2025-11-12;16;325;2;12;5;142.24;105;5;675.64;525;150.64;Mochila;Moda;105;142.24;Camila Torres;Lima;Premium;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2025;11;November;2025-11
188;2025-02-28;9;454;5;10;5;316.86;233;5;1505.09;1165;340.09;Silla;Hogar;233;316.86;Lucía Ramírez;Cusco;Premium;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2025;2;February;2025-02
189;2024-03-09;19;435;1;11;3;244.74;140;0;734.22;420;314.22;Mat yoga;Deportes;140;244.74;Ana Flores;Cusco;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2024;3;March;2024-03
190;2023-11-24;7;470;3;3;5;522.78;346;0;2613.9;1730;883.9;Lámpara;Hogar;346;522.78;Lucía Quispe;Cusco;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2023;11;November;2023-11
191;2025-01-13;21;283;5;5;1;382.02;244;0;382.02;244;138.02;Bicicleta estática;Deportes;244;382.02;Ana Flores;Lima;Premium;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;1;January;2025-01
192;2023-04-17;23;71;2;7;1;1081.01;680;15;918.86;680;238.86;Crema facial;Belleza;680;1081.01;Diego Flores;Cusco;Nuevo;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2023;4;April;2023-04
193;2023-05-10;14;463;3;8;5;361.58;231;15;1536.71;1155;381.71;Jean;Moda;231;361.58;Valeria Torres;Huancayo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2023;5;May;2023-05
194;2024-12-31;5;169;2;2;1;69.39;47;15;58.98;47;11.98;Smartwatch;Tecnología;47;69.39;Luis Torres;Huancayo;Nuevo;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2024;12;December;2024-12
195;2023-02-28;20;126;3;8;1;479.99;293;0;479.99;293;186.99;Tomatodo;Deportes;293;479.99;María Castro;Trujillo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2023;2;February;2023-02
196;2024-09-29;25;5;1;1;5;978.48;682;0;4892.4;3410;1482.4;Plancha cabello;Belleza;682;978.48;Diego Rojas;Lima;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2024;9;September;2024-09
197;2025-09-10;16;495;5;5;1;142.24;105;0;142.24;105;37.24;Mochila;Moda;105;142.24;Valeria Rojas;Huancayo;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;9;September;2025-09
198;2024-10-30;23;272;2;12;5;1081.01;680;5;5134.8;3400;1734.8;Crema facial;Belleza;680;1081.01;Alex Mendoza;Huancayo;Frecuente;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2024;10;October;2024-10
199;2025-08-29;15;189;4;4;4;74.85;55;10;269.46;220;49.46;Zapatillas;Moda;55;74.85;María Flores;Cusco;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2025;8;August;2025-08
200;2023-12-21;7;147;3;8;4;522.78;346;10;1882.01;1384;498.01;Lámpara;Hogar;346;522.78;Valeria Flores;Cusco;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2023;12;December;2023-12
201;2025-08-20;6;177;4;14;4;125.45;96;5;476.71;384;92.71;Parlante;Tecnología;96;125.45;Lucía Rojas;Huancayo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2025;8;August;2025-08
202;2023-07-28;11;235;1;1;1;519.38;363;15;441.47;363;78.47;Juego de sábanas;Hogar;363;519.38;Ana Ramírez;Cusco;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2023;7;July;2023-07
203;2025-10-18;6;263;3;13;2;125.45;96;0;250.9;192;58.9;Parlante;Tecnología;96;125.45;Carlos Mendoza;Trujillo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;10;October;2025-10
204;2023-06-26;5;488;4;14;2;69.39;47;0;138.78;94;44.78;Smartwatch;Tecnología;47;69.39;Diego Torres;Lima;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;6;June;2023-06
205;2024-05-31;12;378;1;6;3;181.86;114;0;545.58;342;203.58;Casaca;Moda;114;181.86;Diego Castro;Trujillo;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2024;5;May;2024-05
206;2025-12-18;3;151;3;3;4;212.75;123;0;851.0;492;359.0;Teclado;Tecnología;123;212.75;Jorge Torres;Huancayo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2025;12;December;2025-12
207;2024-03-04;12;492;5;5;1;181.86;114;0;181.86;114;67.86;Casaca;Moda;114;181.86;Ana Rojas;Trujillo;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2024;3;March;2024-03
208;2024-05-29;18;302;2;12;2;377.84;282;5;717.9;564;153.9;Mancuernas;Deportes;282;377.84;Valeria Rojas;Lima;Premium;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2024;5;May;2024-05
209;2024-09-11;5;356;3;8;1;69.39;47;5;65.92;47;18.92;Smartwatch;Tecnología;47;69.39;Diego Flores;Trujillo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2024;9;September;2024-09
210;2025-08-14;14;199;5;5;5;361.58;231;5;1717.5;1155;562.5;Jean;Moda;231;361.58;Camila Flores;Lima;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;8;August;2025-08
211;2023-11-26;6;192;3;13;4;125.45;96;10;451.62;384;67.62;Parlante;Tecnología;96;125.45;Carlos Ramírez;Arequipa;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2023;11;November;2023-11
212;2024-07-19;15;68;3;3;5;74.85;55;0;374.25;275;99.25;Zapatillas;Moda;55;74.85;Alex García;Trujillo;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2024;7;July;2024-07
213;2025-05-19;23;199;1;11;5;1081.01;680;5;5134.8;3400;1734.8;Crema facial;Belleza;680;1081.01;Camila Flores;Lima;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2025;5;May;2025-05
214;2024-12-11;7;197;3;13;1;522.78;346;15;444.36;346;98.36;Lámpara;Hogar;346;522.78;Camila García;Cusco;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2024;12;December;2024-12
215;2025-04-01;11;159;3;3;4;519.38;363;15;1765.89;1452;313.89;Juego de sábanas;Hogar;363;519.38;Camila Ramírez;Huancayo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2025;4;April;2025-04
216;2024-06-20;17;102;1;1;4;439.51;310;15;1494.33;1240;254.33;Pelota;Deportes;310;439.51;Lucía Castro;Arequipa;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2024;6;June;2024-06
217;2024-12-04;22;226;3;3;3;96.8;77;10;261.36;231;30.36;Perfume;Belleza;77;96.8;Ana Castro;Lima;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2024;12;December;2024-12
218;2024-04-27;1;452;3;8;2;242.37;174;0;484.74;348;136.74;Audífonos;Tecnología;174;242.37;Alex Rojas;Arequipa;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2024;4;April;2024-04
219;2023-10-01;20;495;3;13;5;479.99;293;10;2159.95;1465;694.95;Tomatodo;Deportes;293;479.99;Valeria Rojas;Huancayo;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2023;10;October;2023-10
220;2024-12-22;6;117;4;4;2;125.45;96;15;213.26;192;21.26;Parlante;Tecnología;96;125.45;Luis Torres;Cusco;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2024;12;December;2024-12
221;2024-01-06;22;177;4;4;3;96.8;77;0;290.4;231;59.4;Perfume;Belleza;77;96.8;Lucía Rojas;Huancayo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2024;1;January;2024-01
222;2023-01-09;18;373;2;2;4;377.84;282;10;1360.22;1128;232.22;Mancuernas;Deportes;282;377.84;Alex García;Huancayo;Premium;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2023;1;January;2023-01
223;2025-08-27;17;217;4;4;4;439.51;310;5;1670.14;1240;430.14;Pelota;Deportes;310;439.51;Ana Quispe;Arequipa;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2025;8;August;2025-08
224;2024-11-26;1;408;1;1;5;242.37;174;0;1211.85;870;341.85;Audífonos;Tecnología;174;242.37;Ana Ramírez;Arequipa;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2024;11;November;2024-11
225;2025-04-21;1;434;3;13;3;242.37;174;5;690.75;522;168.75;Audífonos;Tecnología;174;242.37;Luis Torres;Trujillo;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;4;April;2025-04
226;2025-08-10;4;178;3;13;1;1059.28;606;5;1006.32;606;400.32;Monitor;Tecnología;606;1059.28;Jorge Castro;Cusco;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;8;August;2025-08
227;2025-08-27;20;480;5;5;4;479.99;293;0;1919.96;1172;747.96;Tomatodo;Deportes;293;479.99;Valeria Ramírez;Huancayo;Premium;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;8;August;2025-08
228;2025-04-22;9;150;5;10;2;316.86;233;10;570.35;466;104.35;Silla;Hogar;233;316.86;Diego Flores;Trujillo;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2025;4;April;2025-04
229;2023-09-13;14;428;5;5;1;361.58;231;0;361.58;231;130.58;Jean;Moda;231;361.58;María García;Trujillo;Premium;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2023;9;September;2023-09
